GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087WW71	DDB2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033312	9606	InterPro		P
UniProtKB	A0A087WWV3	A0A087WWV3	involved_in	GO:0000731	DNA synthesis involved in DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007218	9606	InterPro		P
UniProtKB	A0A087WWW4	CHD1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031053	9606	InterPro		P
UniProtKB	A0A087WX20	MLH1	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002099|InterPro:IPR013507|InterPro:IPR038973	9606	InterPro		P
UniProtKB	A0A087WX51	POLE	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029703	9606	InterPro		P
UniProtKB	A0A087WYD5	GTF2H3	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR004600|UniRule:UR001590778	9606	UniProt		P
UniProtKB	A0A087WYT8	DDB2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033312	9606	InterPro		P
UniProtKB	A0A087WZ35	RAD51C	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	A0A087X072	RECQL4	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029008	9606	UniProt		P
UniProtKB	A0A087X0C0	FANCL	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026848	9606	InterPro		P
UniProtKB	A0A087X0E9	ATM	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038980	9606	InterPro		P
UniProtKB	A0A087X0X5	DDB2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033312	9606	InterPro		P
UniProtKB	A0A087X1V5	NBN	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
UniProtKB	A0A087X1V5	NBN	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
UniProtKB	A0A090HNM7	ERCC5-201	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029008	9606	UniProt		P
UniProtKB	A0A090HNM7	ERCC5-201	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001044	9606	InterPro		P
UniProtKB	A0A0A0MRH8	CHD1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031053	9606	InterPro		P
UniProtKB	A0A0A0MRW7	APTX	involved_in	GO:0000012	single strand break repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00088812	9606	UniProt		P
UniProtKB	A0A0A0MRY1	SMC6	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038729	9606	InterPro		P
UniProtKB	A0A0A0MSH9	CHD1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031053	9606	InterPro		P
UniProtKB	A0A0A7E6R6	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0A7E6R6	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0B4J1V9	HELLS	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00027906	9606	UniProt		P
UniProtKB	A0A0C4DG07	NBN	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016592	9606	InterPro		P
UniProtKB	A0A0C4DG07	NBN	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
UniProtKB	A0A0C4DG07	NBN	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016592	9606	InterPro		P
UniProtKB	A0A0C4DG07	NBN	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
UniProtKB	A0A0C4DGK8	APEX1	involved_in	GO:0006281	DNA repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR004808|InterPro:IPR020847|UniRule:UR000400400	9606	UniProt		P
UniProtKB	A0A0C4DGV9	LIG4	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012308|InterPro:IPR012309|InterPro:IPR012310|InterPro:IPR029710|InterPro:IPR036599	9606	InterPro		P
UniProtKB	A0A0C4DGV9	LIG4	involved_in	GO:0006303	double-strand break repair via nonhomologous end joining	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00027924	9606	UniProt		P
UniProtKB	A0A0D9SFL2	PNKP	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006550	9606	InterPro		P
UniProtKB	A0A0F7CSW3	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015187|InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0F7CSW3	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0F7G9F8	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0F7G9F8	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A0F7G9Q0	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0F7G9Q0	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0F7G9S0	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0F7G9S0	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0G2JHB4	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A0G2JHJ2	GTF2H4	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004598	9606	InterPro		P
UniProtKB	A0A0G2JIC1	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007861	9606	InterPro		P
UniProtKB	A0A0G2JJ70	MSH5-SAPCD1	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A0G2JK42	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A0G2JK88	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A0G2JNH5	RAD17	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JNH5	RAD17	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004582|InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JP31	RAD17	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004582	9606	InterPro		P
UniProtKB	A0A0G2JP78	RAD17	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JP78	RAD17	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004582|InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JP78	RAD17	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0G2JPT5	RAD17	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JPT5	RAD17	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004582|InterPro:IPR018324	9606	InterPro		P
UniProtKB	A0A0G2JPT5	RAD17	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0G2SKE6	MGMT	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001497|InterPro:IPR014048	9606	InterPro		P
UniProtKB	A0A0G2SKF3	MGMT	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001497|InterPro:IPR014048	9606	InterPro		P
UniProtKB	A0A0K0PU86	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0K0PU86	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0K0PUK0	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011364	9606	InterPro		P
UniProtKB	A0A0S2Z3L1	ERCC8	involved_in	GO:0006283	transcription-coupled nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042238	9606	InterPro		P
UniProtKB	A0A0S2Z3N5	FANCC	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000686	9606	InterPro		P
UniProtKB	A0A0S2Z3P2	ERCC8	involved_in	GO:0006283	transcription-coupled nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042238	9606	InterPro		P
UniProtKB	A0A0S2Z3R2	FANCG	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0S2Z3R2	FANCG	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039684	9606	InterPro		P
UniProtKB	A0A0S2Z3S1	FANCG	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0S2Z3S1	FANCG	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039684	9606	InterPro		P
UniProtKB	A0A0S2Z490	PMAIP1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024140	9606	InterPro		P
UniProtKB	A0A0S2Z4A7	FANCG	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0S2Z4A7	FANCG	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039684	9606	InterPro		P
UniProtKB	A0A0S2Z4D1	STK11	involved_in	GO:0006974	DNA damage response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK7|ensembl:ENSMUSP00000003152	9606	Ensembl		P
UniProtKB	A0A0S2Z4N5	TP63	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0S2Z4N6	TP63	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A0S2Z526	SMUG1	involved_in	GO:0006284	base-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039134	9606	InterPro		P
UniProtKB	A0A0S2Z5V6	C19orf40	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026985	9606	InterPro		P
UniProtKB	A0A0U1RQC1	A0A0U1RQC1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040444	9606	InterPro		P
UniProtKB	A0A0U1RQJ8	ATRIP	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033349	9606	InterPro		P
UniProtKB	A0A0U1RQM0	A0A0U1RQM0	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040444	9606	InterPro		P
UniProtKB	A0A0U1RQR9	ATRIP	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033349	9606	InterPro		P
UniProtKB	A0A0U1RQW3	ATRIP	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033349	9606	InterPro		P
UniProtKB	A0A0U1RRA9	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011364|InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0U1RRA9	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A0U1RRE6	SMUG1	involved_in	GO:0006284	base-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039134	9606	InterPro		P
UniProtKB	A0A0U1RRM7	ATRIP	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033349	9606	InterPro		P
UniProtKB	A0A126LB18	U70	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029008	9606	UniProt		P
UniProtKB	A0A126LB28	U81	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002043|InterPro:IPR018085	9606	InterPro		P
UniProtKB	A0A126LB28	U81	involved_in	GO:0006284	base-excision repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR002043|UniRule:UR000000669|UniRule:UR000166147	9606	UniProt		P
UniProtKB	A0A140T927	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T940	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007861	9606	InterPro		P
UniProtKB	A0A140T967	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T982	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T9I9	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T9J3	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T9P6	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140T9W0	MSH5	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A140VJI9	A0A140VJI9	involved_in	GO:0006281	DNA repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR027786|UniRule:UR000995767	9606	UniProt		P
UniProtKB	A0A140VJV9	A0A140VJV9	involved_in	GO:0000711	meiotic DNA repair synthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033536	9606	InterPro		P
UniProtKB	A0A1B0GTC3	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GTC5	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GTI3	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GTY1	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GTZ8	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GU26	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GUC3	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GUY7	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GV98	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1B0GVH5	FTO	involved_in	GO:0006307	DNA alkylation repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032868	9606	InterPro		P
UniProtKB	A0A1C9J732	DOT1L	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001425754	9606	UniProt		P
UniProtKB	A0A1C9J732	DOT1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001425754	9606	UniProt		P
UniProtKB	A0A1C9J735	DOT1L	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001425754	9606	UniProt		P
UniProtKB	A0A1C9J735	DOT1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001425754	9606	UniProt		P
UniProtKB	A0A1S5RA93	PNKP	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006550	9606	InterPro		P
UniProtKB	A0A1S5RA93	PNKP	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026271	9606	UniProt		P
UniProtKB	A0A1W1GSK9	ERCC4	involved_in	GO:0006281	DNA repair	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00029008|InterPro:IPR006167	9606	UniProt		P
UniProtKB	A0A1W1GST9	ERCC4	involved_in	GO:0006281	DNA repair	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00029008|InterPro:IPR006167	9606	UniProt		P
UniProtKB	A0A1W2PPV1	BIVM-ERCC5	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00086510	9606	UniProt		P
UniProtKB	A0A1W2PQ90	A0A1W2PQ90	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004584	9606	InterPro		P
UniProtKB	A0A1W2PS85	BIVM-ERCC5	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00086510|InterPro:IPR001044	9606	UniProt		P
UniProtKB	A0A286YFD6	RRM2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029008	9606	UniProt		P
UniProtKB	A0A2H2FF08	ZFYVE26	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028730	9606	InterPro		P
UniProtKB	A0A2R8Y5I1	ERCC8	involved_in	GO:0006283	transcription-coupled nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042238	9606	InterPro		P
UniProtKB	A0A2R8Y5L2	ERCC3	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001161	9606	InterPro		P
UniProtKB	A0A2R8Y681	ERCC3	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001161	9606	InterPro		P
UniProtKB	A0A2R8Y6P0	MSH2	involved_in	GO:0006298	mismatch repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000432|InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR016151|InterPro:IPR036678|InterPro:IPR045076|UniRule:UR000146905	9606	UniProt		P
UniProtKB	A0A2R8Y6S3	PMS2	involved_in	GO:0006298	mismatch repair	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00028922|InterPro:IPR013507|InterPro:IPR014790|InterPro:IPR038973	9606	UniProt		P
UniProtKB	A0A2R8Y6W8	ERCC3	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001161	9606	InterPro		P
UniProtKB	A0A2R8Y6Y9	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A2R8Y6Y9	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A2R8Y713	MSH2	involved_in	GO:0006298	mismatch repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000432|InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR016151|InterPro:IPR036678|InterPro:IPR045076|UniRule:UR000146905	9606	UniProt		P
UniProtKB	A0A2R8Y7S8	MSH2	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR011184|InterPro:IPR016151|InterPro:IPR036678|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A2R8Y7V5	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011364|InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A2R8Y7V5	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	A0A2R8YCU7	SMCHD1	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038892	9606	InterPro		P
