File,SHA256
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/escc_inclusion_audit.csv,0872a669ade1456fedaedbc5d0f688758b1acbc639e494eb94acdaf997ff5e03
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/escc_sample_summary.csv,023cfeda0d899dcb19a48631000cdc4ee2ff2fc02ba543d7bbc747fe0aaa8e02
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/group_summary_30.csv,1953c1449f635295736c814892fc9debebb07355c949907d246ff45fb4ca8066
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/INPUT_MANIFEST.csv,7d4d36e8611c66e352c31b62a3ca4d1f2f6bea86be8f9760aaf3692c3f4295bc
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/kla_protein_membership_30.csv,2af2bcb68f6c1370b17d742f70a264efd89b2824160919350b2a8de59d2f8660
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/pathway_display.csv,fe5814b70cc73ebac0bd1f77e2cff43b8777228140b2197f7653e4a9971afeb5
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/reference_protein_membership_30.csv,08e75d350da836a4e60d74435df3b206e156683e7ab1cc4227ccb3991b8d9299
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/regulator_kla_percentiles_30.csv,22c7b48b9a9eeac6dfd0923db3ac21534650b77e7933d0424c47bdf08ba48a6e
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/regulator_reference_percentiles_30.csv,e480e3f15043bf2e50b8df36ce34b268e83a390d1bb561371b601c2b9fea56c9
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/Supplementary_Table_S4_Pathway_Protein_Ranking.xlsx,634e3ba07c246cf92a702b170830ae3d57b8b4eecad753e0ddef0a11c16b92c1
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/Supplementary_Table_S5_Lactylation_Regulators.xlsx,5396353680df8e999054b3aa04769b52990d663783c3e4a40475bff9030fae91
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/venn_all_kla.csv,7f3238afeb9b706860e3de7de0e7b5a173ec74401db2f22e54ac7ce876fb62ac
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/venn_kla_ddr.csv,8df1dea524e88b4d75b75bf36dd24ad8738c9bfd57ee4c36e8e83d9c08b57235
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/venn_reference_ddr.csv,e39aa00009aa720dbe99535221feafeaa72bf6774c6c087ca64fba618295d6a2
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/publication_input/venn_reference.csv,0fcde6461b8fef80b744a17e9e2454e13955ebb02252151defdc1b29aab18b63
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/Table_14_new_ESCC_Kla_DDR_proteins_curated.xlsx,fcbc02a07e5d711e3f1e7019425e4f809709f45a10180190998b2595b9bee040
/Users/gzy2520/Desktop/Research/kla/data/candidate/escc_inclusion_20260903_pxd065830_tumor_reference/target_10_regulators_sample_percentiles.csv,25a02780416a065052d8eb3066f5c0b350b32087b73fd5548d696fd49907a8a7
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/boxplot_significance.R,bba0b75f15bb2db8484747ccc7f71dfd51de8c92dbd9a3dc21acadd2a688c20e
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_dataset_level_boxplot_inputs.R,efb7f90eb145d180d0027d7ea3044569472ed4c500859435534cf2b37dbf44cf
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_ddr_pathway_summary_boxplots.R,4bd62f3d7398ec28172dce6b4140e978dcecaab6401b5eb6a4a233f6d4b46511
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure_s1_dataset_plots.R,e729c6fbfde830fc442da85771a9bf6506f987efbe0f8517ef68790b1c666da3
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_category_boxplot.R,6c0bcc940cf7fe9ed40eca651ff9601479b90e58d4fbb5ff2d8b920f7935bf6e
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_mki67_ratio_boxplots.R,bf431977f86759d63570c1fcb69de3dcf69299d414e3ac3341a3be733763bb0e
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_original_boxplot.R,0071a7b4689262a683f0f6cc3fcb11033586bb4e66db0918112b6c05a47ec0c9
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_sample_aware.R,c32e312cbe8d27120a8b15a1866a41d1d1ef48697578e7b6ec79e6dbfb35b057
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_sample_boxplot.R,89aef6a867f13d87c0e808c9b1d04af67778f23c3b6df16c64d300cda7b776ba
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_figure1_three_row_tissue_block.R,239a44d9ea275cba8078d85f30b855e44288bd5c699c27858df60e5652263504
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_regulator_sample_percentile_scatters.R,92d8067d916b757a33e089eea0d8ada267b7e7aaaa00db0ade77f8f8fc6eac21
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_sample_resolved_kla_figures.R,1352b5bb966c4de376fc27b10ff74d35826dca6c34fd32bdf23f1b9d102ba6cc
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/build_split_pathway_matrices.R,e6a186bf355fd02d5e0505b8cf15f640fd89d6ab75d4aff37eb420299f3de5dc
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/prepare_escc_inclusion_inputs.R,933009e62a43bc3f950b1accea821900ffe10ca487d62bb91730db963c7a3144
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/prepare_figure1_mki67_ratio_inputs.R,02ce83827f84a42feb9a558eafa5f41f1c314d88b807c2189c70c0963e1d7787
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/prepare_sample_boxplot_inputs.R,f4c37bd3d18b40a383786c1f188d119fcdf3e66258c349d39aec37723c27c7a8
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/prepare_sample_resolved_inputs.R,4ae569c2bdf3c28f8e41dba5507f6041daa41c29e83660b4ae1b5dc73c736033
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/candidate/update_regulator_percentile_heatmaps.R,71a6f0b6f17c1de2e80aa378a7ae7759df758ca88a10f6fc1de3597b10fea971
/Users/gzy2520/orca/workspaces/kla/figure_refine/R/publication/build_publication_outputs.R,157063905275e321498920dce4baa670338b9d1bceff771c4f0730b7f05e036d
