Model,selected_lambda,Feature,Coefficient,ConnGroup
ME2P,1,z_mod,-0.323975859509904,6
ME2P,1,z_mp,1.08810705569434,6
XEN,0.05,(Intercept),-0.391755696253472,6
XEN,0.05,z_target_expr,0.335071860463343,6
XEN,0.05,z_mod,-0.315123813177307,6
XEN,0.05,z_ix,0.222867225665141,6
MP_cal,1,(Intercept),-0.48382615875426,7
MP_cal,1,z_mp,0.979923100581976,7
ME,1,(Intercept),-0.424872757262648,7
ME,1,z_target_expr,0.251003358207215,7
ME2,0.05,(Intercept),-0.415331612515651,7
ME2,0.05,z_target_expr,0.318736734505266,7
ME2,0.05,z_mod,-0.172627083547073,7
ME_P,1,(Intercept),-0.479715908477114,7
ME_P,1,z_target_expr,0.150152223421752,7
ME_P,1,z_mp,0.962152966639702,7
ME2P,1,(Intercept),-0.469363438388712,7
ME2P,1,z_target_expr,0.205961530585984,7
ME2P,1,z_mod,-0.141682183359305,7
ME2P,1,z_mp,0.95745553912962,7
XEN,0.05,(Intercept),-0.455966745280044,7
XEN,0.05,z_target_expr,0.336483595304396,7
XEN,0.05,z_mod,-0.166156563744147,7
XEN,0.05,z_ix,0.0988703969387216,7
MP_cal,1,(Intercept),-0.473082037981887,8
MP_cal,1,z_mp,0.981411673154547,8
ME,1,(Intercept),-0.41817483313497,8
ME,1,z_target_expr,0.279919712120884,8
ME2,0.05,(Intercept),-0.409726427332854,8
ME2,0.05,z_target_expr,0.345223667058513,8
ME2,0.05,z_mod,-0.174111301231555,8
ME_P,1,(Intercept),-0.466463474454582,8
ME_P,1,z_target_expr,0.181412116665164,8
ME_P,1,z_mp,0.961335754021855,8
ME2P,1,(Intercept),-0.45735815969178,8
ME2P,1,z_target_expr,0.235205429345035,8
ME2P,1,z_mod,-0.143838803835384,8
ME2P,1,z_mp,0.956948606055824,8
XEN,0.05,(Intercept),-0.447349168639109,8
XEN,0.05,z_target_expr,0.364874266269601,8
XEN,0.05,z_mod,-0.164497056185737,8
XEN,0.05,z_ix,0.0965987939207511,8
MP_cal,1,(Intercept),-0.431030858305288,9
MP_cal,1,z_mp,0.966546468017168,9
ME,1,(Intercept),-0.380724620125041,9
ME,1,z_target_expr,0.245366382368788,9
ME2,0.05,(Intercept),-0.371524338784302,9
ME2,0.05,z_target_expr,0.311912373002278,9
ME2,0.05,z_mod,-0.170631105734426,9
ME_P,1,(Intercept),-0.427119135425326,9
ME_P,1,z_target_expr,0.15618801229504,9
ME_P,1,z_mp,0.950744761145822,9
ME2P,1,(Intercept),-0.416832520700371,9
ME2P,1,z_target_expr,0.213985402874477,9
ME2P,1,z_mod,-0.14910951986083,9
ME2P,1,z_mp,0.947539244779977,9
XEN,0.05,(Intercept),-0.403537144961615,9
XEN,0.05,z_target_expr,0.326124042095936,9
XEN,0.05,z_mod,-0.166006870071386,9
XEN,0.05,z_ix,0.0795443754594768,9
MP_cal,0.05,(Intercept),-0.506394199110124,10
MP_cal,0.05,z_mp,0.921362314712279,10
ME,1,(Intercept),-0.464375472434542,10
ME,1,z_target_expr,0.231115718817303,10
ME2,1,(Intercept),-0.462388502468515,10
ME2,1,z_target_expr,0.29889074367486,10
ME2,1,z_mod,-0.148402641042268,10
ME_P,1,(Intercept),-0.504573470349102,10
ME_P,1,z_target_expr,0.122873174468761,10
ME_P,1,z_mp,0.904020933938755,10
ME2P,1,(Intercept),-0.501313138802078,10
ME2P,1,z_target_expr,0.164732602046133,10
ME2P,1,z_mod,-0.0907934945515116,10
ME2P,1,z_mp,0.898453052888798,10
XEN,0.05,(Intercept),-0.516529441064642,10
XEN,0.05,z_target_expr,0.312042194987186,10
XEN,0.05,z_mod,-0.129513027369949,10
XEN,0.05,z_ix,0.112993780433889,10
MP_cal,1,(Intercept),-0.354095675310433,11
MP_cal,1,z_mp,1.12762549963618,11
ME,1,(Intercept),-0.314318992687237,11
ME,1,z_target_expr,0.346027972037532,11
ME2,0.05,(Intercept),-0.307310616938182,11
ME2,0.05,z_target_expr,0.389280138028128,11
ME2,0.05,z_mod,-0.100528083850508,11
ME_P,1,(Intercept),-0.339702057720088,11
ME_P,1,z_target_expr,0.233091615901582,11
ME_P,1,z_mp,1.10055662711273,11
ME2P,1,(Intercept),-0.334394824739734,11
ME2P,1,z_target_expr,0.260585032311411,11
ME2P,1,z_mod,-0.0629954047205452,11
ME2P,1,z_mp,1.09830065779251,11
XEN,0.05,(Intercept),-0.368276456717706,11
XEN,0.05,z_target_expr,0.415325620593097,11
XEN,0.05,z_mod,-0.086434547281648,11
XEN,0.05,z_ix,0.143578936734753,11
MP_cal,0.05,(Intercept),-0.535513914973599,12
MP_cal,0.05,z_mp,1.10947364447972,12
ME,0.05,(Intercept),-0.48580720702944,12
ME,0.05,z_target_expr,0.391264238504008,12
ME2,0.05,(Intercept),-0.484123916095721,12
ME2,0.05,z_target_expr,0.39654208807214,12
ME2,0.05,z_mod,-0.0178135508666737,12
ME_P,0.05,(Intercept),-0.53429993702626,12
ME_P,0.05,z_target_expr,0.267629537112114,12
ME_P,0.05,z_mp,1.076053713595,12
ME2P,0.05,(Intercept),-0.543175923905772,12
ME2P,0.05,z_target_expr,0.24385232388436,12
ME2P,0.05,z_mod,0.0772589120669392,12
ME2P,0.05,z_mp,1.08371674313059,12
XEN,1,(Intercept),-0.460054300436941,12
XEN,1,z_target_expr,0.389669640447231,12
XEN,1,z_mod,-0.00914058371095613,12
XEN,1,z_ix,-0.0909619587594378,12
MP_cal,0.05,(Intercept),-0.462556862267345,13
MP_cal,0.05,z_mp,1.04658273114796,13
ME,0.05,(Intercept),-0.414601357905734,13
ME,0.05,z_target_expr,0.254427166664427,13
ME2,1,(Intercept),-0.401895290341875,13
ME2,1,z_target_expr,0.324543393584753,13
ME2,1,z_mod,-0.184986178131425,13
ME_P,1,(Intercept),-0.459444243517138,13
ME_P,1,z_target_expr,0.125841342555246,13
ME_P,1,z_mp,1.02793309536059,13
ME2P,1,(Intercept),-0.446791155679375,13
ME2P,1,z_target_expr,0.180345245712189,13
ME2P,1,z_mod,-0.140838044270742,13
ME2P,1,z_mp,1.02129490149012,13
XEN,1,(Intercept),-0.43057362971091,13
XEN,1,z_target_expr,0.335831810092588,13
XEN,1,z_mod,-0.18085329951395,13
XEN,1,z_ix,0.0722388337221984,13
MP_cal,0.05,(Intercept),-0.420069979724256,14
MP_cal,0.05,z_mp,1.0681392759394,14
ME,0.05,(Intercept),-0.377804270561558,14
ME,0.05,z_target_expr,0.281060188507488,14
ME2,1,(Intercept),-0.367940956102232,14
ME2,1,z_target_expr,0.337608878554793,14
ME2,1,z_mod,-0.149706147212487,14
ME_P,0.05,(Intercept),-0.41624091880873,14
ME_P,0.05,z_target_expr,0.150796347137485,14
ME_P,0.05,z_mp,1.04686524674909,14
ME2P,1,(Intercept),-0.408236614828107,14
ME2P,1,z_target_expr,0.185727347994347,14
ME2P,1,z_mod,-0.0900258027531879,14
ME2P,1,z_mp,1.04023636965223,14
XEN,1,(Intercept),-0.407327943712365,14
XEN,1,z_target_expr,0.35490802587774,14
XEN,1,z_mod,-0.146540742741552,14
XEN,1,z_ix,0.100441743990802,14
MP_cal,1,(Intercept),-0.546277634440812,15
MP_cal,1,z_mp,1.05580281238345,15
ME,1,(Intercept),-0.502358084687138,15
ME,1,z_target_expr,0.324547936065916,15
ME2,1,(Intercept),-0.492799165640032,15
ME2,1,z_target_expr,0.414089932217166,15
ME2,1,z_mod,-0.238146896121791,15
ME_P,1,(Intercept),-0.544734381727596,15
ME_P,1,z_target_expr,0.172824833077859,15
ME_P,1,z_mp,1.02733087436897,15
ME2P,1,(Intercept),-0.532659349808367,15
ME2P,1,z_target_expr,0.251883904596761,15
ME2P,1,z_mod,-0.207289992790557,15
ME2P,1,z_mp,1.02115601469659,15
XEN,1,(Intercept),-0.540104023160096,15
XEN,1,z_target_expr,0.44046633877301,15
XEN,1,z_mod,-0.233391072996871,15
XEN,1,z_ix,0.116861708226103,15
MP_cal,1,(Intercept),-0.45072807799296,16
MP_cal,1,z_mp,1.0126794167101,16
ME,1,(Intercept),-0.411887125173736,16
ME,1,z_target_expr,0.252785689156391,16
ME2,1,(Intercept),-0.402978271173583,16
ME2,1,z_target_expr,0.319810923587007,16
ME2,1,z_mod,-0.173526698541985,16
ME_P,1,(Intercept),-0.448090970142148,16
ME_P,1,z_target_expr,0.111762108819817,16
ME_P,1,z_mp,0.994526176965617,16
ME2P,1,(Intercept),-0.438167392848716,16
ME2P,1,z_target_expr,0.166394592661458,16
ME2P,1,z_mod,-0.14003750643034,16
ME2P,1,z_mp,0.989745876221507,16
XEN,1,(Intercept),-0.438469571946147,16
XEN,1,z_target_expr,0.335209487008659,16
XEN,1,z_mod,-0.170419676737845,16
XEN,1,z_ix,0.0886829176476081,16
MP_cal,1,(Intercept),-0.450951768013774,17
MP_cal,1,z_mp,0.968264344711112,17
ME,1,(Intercept),-0.418548729184621,17
ME,1,z_target_expr,0.251542980270108,17
ME2,1,(Intercept),-0.409410783010482,17
ME2,1,z_target_expr,0.319451348119113,17
ME2,1,z_mod,-0.176120933466315,17
ME_P,1,(Intercept),-0.448025794248119,17
ME_P,1,z_target_expr,0.105596918384024,17
ME_P,1,z_mp,0.950013654646283,17
ME2P,1,(Intercept),-0.438126758671053,17
ME2P,1,z_target_expr,0.161097567552918,17
ME2P,1,z_mod,-0.142367895787148,17
ME2P,1,z_mp,0.944882431137089,17
XEN,1,(Intercept),-0.444616492963821,17
XEN,1,z_target_expr,0.335401385843806,17
XEN,1,z_mod,-0.173833927496904,17
XEN,1,z_ix,0.088489014981713,17
MP_cal,1,(Intercept),-0.473125136413649,18
MP_cal,1,z_mp,0.94652169211703,18
ME,1,(Intercept),-0.436552490618092,18
ME,1,z_target_expr,0.247096226058588,18
ME2,1,(Intercept),-0.436900033087433,18
ME2,1,z_target_expr,0.339565510635474,18
ME2,1,z_mod,-0.256028963331431,18
ME_P,1,(Intercept),-0.469301849186383,18
ME_P,1,z_target_expr,0.0993402255255125,18
ME_P,1,z_mp,0.928619760695693,18
ME2P,1,(Intercept),-0.466289150134261,18
ME2P,1,z_target_expr,0.188206049588481,18
ME2P,1,z_mod,-0.247624090485716,18
ME2P,1,z_mp,0.927359390294651,18
XEN,1,(Intercept),-0.459774209792359,18
XEN,1,z_target_expr,0.352315160406482,18
XEN,1,z_mod,-0.249565553222105,18
XEN,1,z_ix,0.0613184732525789,18
MP_cal,1,(Intercept),-0.465786581608357,19
MP_cal,1,z_mp,0.977212370350006,19
ME,1,(Intercept),-0.431087664001382,19
ME,1,z_target_expr,0.258034648622802,19
ME2,1,(Intercept),-0.422431572437288,19
ME2,1,z_target_expr,0.3305286786773,19
ME2,1,z_mod,-0.185982282489202,19
ME_P,1,(Intercept),-0.462839767706288,19
ME_P,1,z_target_expr,0.124626688634394,19
ME_P,1,z_mp,0.957497195682027,19
ME2P,1,(Intercept),-0.453423957838203,19
ME2P,1,z_target_expr,0.183979161548574,19
ME2P,1,z_mod,-0.151410802911644,19
ME2P,1,z_mp,0.951915624658728,19
XEN,1,(Intercept),-0.462565190802699,19
XEN,1,z_target_expr,0.348914798918647,19
XEN,1,z_mod,-0.182311889062056,19
XEN,1,z_ix,0.098308433601685,19
