RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,SourceMode,SourceFile,Pathway,PositiveProteinCount,NegativeProteinCount,AnyPathwayProteinCount,KlaDdrProteinCount,PositiveFraction,NegativeFraction,SignedFraction
1,PXD033146,pathological rotator cuff tendon,normal_tissue,Pathological rotator-cuff tendon,Lactylome (Kla),RCT3,RCT3,replicate,sample,deposited_sample_table,PXD033146/search_results/extracted_pairing/search_result-HA119TPLa/La (K)Sites.txt,FA,0,0,0,23,0,0,0
1,PXD033146,pathological rotator cuff tendon,normal_tissue,Pathological rotator-cuff tendon,Lactylome (Kla),RCT3,RCT3,replicate,sample,deposited_sample_table,PXD033146/search_results/extracted_pairing/search_result-HA119TPLa/La (K)Sites.txt,HR,10,0,10,23,0.434782608695652,0,0.434782608695652
1,PXD033146,pathological rotator cuff tendon,normal_tissue,Pathological rotator-cuff tendon,Lactylome (Kla),RCT3,RCT3,replicate,sample,deposited_sample_table,PXD033146/search_results/extracted_pairing/search_result-HA119TPLa/La (K)Sites.txt,AEJ,0,0,0,23,0,0,0
1,PXD033146,pathological rotator cuff tendon,normal_tissue,Pathological rotator-cuff tendon,Lactylome (Kla),RCT3,RCT3,replicate,sample,deposited_sample_table,PXD033146/search_results/extracted_pairing/search_result-HA119TPLa/La (K)Sites.txt,NHEJ,8,0,8,23,0.347826086956522,0,0.347826086956522
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,2,0,2,15,0.133333333333333,0,0.133333333333333
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,1,0,1,15,0.0666666666666667,0,0.0666666666666667
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,1,0,1,15,0.0666666666666667,0,0.0666666666666667
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,15,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,5,1,6,15,0.333333333333333,0.0666666666666667,0.266666666666667
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,1,0,1,15,0.0666666666666667,0,0.0666666666666667
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB340,PTB340,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,3,0,3,15,0.2,0,0.2
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,4,0,4,21,0.19047619047619,0,0.19047619047619
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,21,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,5,1,6,21,0.238095238095238,0.0476190476190476,0.19047619047619
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB342,PTB342,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,4,0,4,21,0.19047619047619,0,0.19047619047619
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,2,0,2,13,0.153846153846154,0,0.153846153846154
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,1,0,1,13,0.0769230769230769,0,0.0769230769230769
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,1,0,1,13,0.0769230769230769,0,0.0769230769230769
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,13,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,4,1,5,13,0.307692307692308,0.0769230769230769,0.230769230769231
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,1,0,1,13,0.0769230769230769,0,0.0769230769230769
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB344,PTB344,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,2,0,2,13,0.153846153846154,0,0.153846153846154
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,3,0,3,21,0.142857142857143,0,0.142857142857143
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,21,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,4,2,6,21,0.19047619047619,0.0952380952380952,0.0952380952380952
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,1,0,1,21,0.0476190476190476,0,0.0476190476190476
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB346,PTB346,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,5,1,6,21,0.238095238095238,0.0476190476190476,0.19047619047619
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,4,0,4,22,0.181818181818182,0,0.181818181818182
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,2,0,2,22,0.0909090909090909,0,0.0909090909090909
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,1,0,1,22,0.0454545454545455,0,0.0454545454545455
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,22,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,4,2,6,22,0.181818181818182,0.0909090909090909,0.0909090909090909
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,1,0,1,22,0.0454545454545455,0,0.0454545454545455
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB364,PTB364,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,4,1,5,22,0.181818181818182,0.0454545454545455,0.136363636363636
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,BER,1,0,1,11,0.0909090909090909,0,0.0909090909090909
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NER,0,0,0,11,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,MMR,0,0,0,11,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,FA,0,0,0,11,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,HR,1,2,3,11,0.0909090909090909,0.181818181818182,-0.0909090909090909
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,AEJ,0,0,0,11,0,0,0
2,PXD036307,normal human lung,normal_tissue,Normal human lung tissue,Lactylome (Kla),PTB372,PTB372,replicate,sample,deposited_sample_table,PXD036307/search_results/extracted/txt/La (K)Sites.txt,NHEJ,2,1,3,11,0.181818181818182,0.0909090909090909,0.0909090909090909
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,2,0,2,13,0.153846153846154,0,0.153846153846154
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,0,0,0,13,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,0,0,0,13,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,0,0,0,13,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,4,0,4,13,0.307692307692308,0,0.307692307692308
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,13,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP1,HSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,4,0,4,13,0.307692307692308,0,0.307692307692308
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,3,0,3,13,0.230769230769231,0,0.230769230769231
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,1,0,1,13,0.0769230769230769,0,0.0769230769230769
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,1,0,1,13,0.0769230769230769,0,0.0769230769230769
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,1,0,1,13,0.0769230769230769,0,0.0769230769230769
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,5,0,5,13,0.384615384615385,0,0.384615384615385
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,13,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP2,HSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,3,0,3,13,0.230769230769231,0,0.230769230769231
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,2,0,2,14,0.142857142857143,0,0.142857142857143
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,4,0,4,14,0.285714285714286,0,0.285714285714286
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP3,HSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,3,0,3,14,0.214285714285714,0,0.214285714285714
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,2,0,2,14,0.142857142857143,0,0.142857142857143
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,3,0,3,14,0.214285714285714,0,0.214285714285714
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,14,0,0,0
3,PXD046800,hypertrophic scar,normal_tissue,Hypertrophic scar tissue,Lactylome (Kla),HSP4,HSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,4,0,4,14,0.285714285714286,0,0.285714285714286
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,5,0,5,28,0.178571428571429,0,0.178571428571429
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,3,0,3,28,0.107142857142857,0,0.107142857142857
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,0,0,0,28,0,0,0
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,1,0,1,28,0.0357142857142857,0,0.0357142857142857
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,7,0,7,28,0.25,0,0.25
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,28,0,0,0
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP1,NSP1,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,8,0,8,28,0.285714285714286,0,0.285714285714286
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,5,0,5,22,0.227272727272727,0,0.227272727272727
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,3,0,3,22,0.136363636363636,0,0.136363636363636
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,2,0,2,22,0.0909090909090909,0,0.0909090909090909
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,1,0,1,22,0.0454545454545455,0,0.0454545454545455
