Model,selected_lambda,Feature,Coefficient,ConnGroup
ME2P,1,z_mod,-0.230902432613507,6
ME2P,1,z_mp,1.08233511126344,6
XEN,1,(Intercept),-0.366130889687474,6
XEN,1,z_target_expr,0.283088996276957,6
XEN,1,z_mod,-0.257065524142532,6
XEN,1,z_ix,0.185136005041638,6
MP_cal,1,(Intercept),-0.48382615875426,7
MP_cal,1,z_mp,0.979923100581976,7
ME,1,(Intercept),-0.424872757262648,7
ME,1,z_target_expr,0.251003358207215,7
ME2,1,(Intercept),-0.411538760191798,7
ME2,1,z_target_expr,0.294162516002488,7
ME2,1,z_mod,-0.122129686124257,7
ME_P,1,(Intercept),-0.479715908477114,7
ME_P,1,z_target_expr,0.150152223421752,7
ME_P,1,z_mp,0.962152966639702,7
ME2P,1,(Intercept),-0.468228122331372,7
ME2P,1,z_target_expr,0.183057188748649,7
ME2P,1,z_mod,-0.0924319826603664,7
ME2P,1,z_mp,0.959132757210972,7
XEN,0.05,(Intercept),-0.443363302630649,7
XEN,0.05,z_target_expr,0.307117297241753,7
XEN,0.05,z_mod,-0.13163388190491,7
XEN,0.05,z_ix,0.0900615238926851,7
MP_cal,1,(Intercept),-0.473082037981887,8
MP_cal,1,z_mp,0.981411673154547,8
ME,1,(Intercept),-0.41817483313497,8
ME,1,z_target_expr,0.279919712120884,8
ME2,1,(Intercept),-0.410091665778978,8
ME2,1,z_target_expr,0.316082836384457,8
ME2,1,z_mod,-0.108407467064506,8
ME_P,1,(Intercept),-0.466463474454582,8
ME_P,1,z_target_expr,0.181412116665164,8
ME_P,1,z_mp,0.961335754021855,8
ME2P,1,(Intercept),-0.459659943265687,8
ME2P,1,z_target_expr,0.208292162450957,8
ME2P,1,z_mod,-0.0805414318792756,8
ME2P,1,z_mp,0.958902597859277,8
XEN,1,(Intercept),-0.431560000131586,8
XEN,1,z_target_expr,0.327966248637477,8
XEN,1,z_mod,-0.115482210726457,8
XEN,1,z_ix,0.0651127357113155,8
MP_cal,1,(Intercept),-0.431030858305288,9
MP_cal,1,z_mp,0.966546468017168,9
ME,1,(Intercept),-0.380724620125041,9
ME,1,z_target_expr,0.245366382368788,9
ME2,0.05,(Intercept),-0.367451166351491,9
ME2,0.05,z_target_expr,0.29385590272521,9
ME2,0.05,z_mod,-0.136170814507488,9
ME_P,1,(Intercept),-0.427119135425326,9
ME_P,1,z_target_expr,0.15618801229504,9
ME_P,1,z_mp,0.950744761145822,9
ME2P,1,(Intercept),-0.413558270862773,9
ME2P,1,z_target_expr,0.200909272667185,9
ME2P,1,z_mod,-0.126981753665501,9
ME2P,1,z_mp,0.949725865685984,9
XEN,0.05,(Intercept),-0.391057076851989,9
XEN,0.05,z_target_expr,0.302927798120261,9
XEN,0.05,z_mod,-0.144588202078938,9
XEN,0.05,z_ix,0.0676970954172054,9
MP_cal,0.05,(Intercept),-0.506394199110124,10
MP_cal,0.05,z_mp,0.921362314712279,10
ME,1,(Intercept),-0.464375472434542,10
ME,1,z_target_expr,0.231115718817303,10
ME2,1,(Intercept),-0.456458991255722,10
ME2,1,z_target_expr,0.282913016996769,10
ME2,1,z_mod,-0.113015714149488,10
ME_P,1,(Intercept),-0.504573470349102,10
ME_P,1,z_target_expr,0.122873174468761,10
ME_P,1,z_mp,0.904020933938755,10
ME2P,1,(Intercept),-0.499049612507775,10
ME2P,1,z_target_expr,0.151180957862323,10
ME2P,1,z_mod,-0.0611568300867969,10
ME2P,1,z_mp,0.90077855908622,10
XEN,0.05,(Intercept),-0.506500024171992,10
XEN,0.05,z_target_expr,0.289395178851172,10
XEN,0.05,z_mod,-0.112589764615665,10
XEN,0.05,z_ix,0.106139128474476,10
MP_cal,1,(Intercept),-0.354095675310433,11
MP_cal,1,z_mp,1.12762549963618,11
ME,1,(Intercept),-0.314318992687237,11
ME,1,z_target_expr,0.346027972037532,11
ME2,0.05,(Intercept),-0.308737524517502,11
ME2,0.05,z_target_expr,0.364809203311485,11
ME2,0.05,z_mod,-0.050190346441793,11
ME_P,1,(Intercept),-0.339702057720088,11
ME_P,1,z_target_expr,0.233091615901582,11
ME_P,1,z_mp,1.10055662711273,11
ME2P,1,(Intercept),-0.338247900250161,11
ME2P,1,z_target_expr,0.23751685763516,11
ME2P,1,z_mod,-0.0117311800453794,11
ME2P,1,z_mp,1.10007780675311,11
XEN,1,(Intercept),-0.347884824389193,11
XEN,1,z_target_expr,0.381573099126151,11
XEN,1,z_mod,-0.0694546364820799,11
XEN,1,z_ix,0.11561592435565,11
MP_cal,0.05,(Intercept),-0.535513914973599,12
MP_cal,0.05,z_mp,1.10947364447972,12
ME,0.05,(Intercept),-0.48580720702944,12
ME,0.05,z_target_expr,0.391264238504008,12
ME2,0.05,(Intercept),-0.482892930436538,12
ME2,0.05,z_target_expr,0.397830212560237,12
ME2,0.05,z_mod,-0.0232264735885189,12
ME_P,0.05,(Intercept),-0.53429993702626,12
ME_P,0.05,z_target_expr,0.267629537112114,12
ME_P,0.05,z_mp,1.076053713595,12
ME2P,0.05,(Intercept),-0.542162539837838,12
ME2P,0.05,z_target_expr,0.251815346987557,12
ME2P,0.05,z_mod,0.0542843060286817,12
ME2P,0.05,z_mp,1.08043250016986,12
XEN,0.05,(Intercept),-0.460213373780909,12
XEN,0.05,z_target_expr,0.395376961389137,12
XEN,0.05,z_mod,-0.0032569494611167,12
XEN,0.05,z_ix,-0.0972866243534953,12
MP_cal,0.05,(Intercept),-0.462556862267345,13
MP_cal,0.05,z_mp,1.04658273114796,13
ME,0.05,(Intercept),-0.414601357905734,13
ME,0.05,z_target_expr,0.254427166664427,13
ME2,1,(Intercept),-0.398680879875306,13
ME2,1,z_target_expr,0.303911405004062,13
ME2,1,z_mod,-0.144562096795321,13
ME_P,1,(Intercept),-0.459444243517138,13
ME_P,1,z_target_expr,0.125841342555246,13
ME_P,1,z_mp,1.02793309536059,13
ME2P,1,(Intercept),-0.44581561929929,13
ME2P,1,z_target_expr,0.16290198212627,13
ME2P,1,z_mod,-0.106015654812838,13
ME2P,1,z_mp,1.0235159597879,13
XEN,1,(Intercept),-0.420108560548796,13
XEN,1,z_target_expr,0.311169896189211,13
XEN,1,z_mod,-0.154121228282711,13
XEN,1,z_ix,0.0640030095666066,13
MP_cal,0.05,(Intercept),-0.420069979724256,14
MP_cal,0.05,z_mp,1.0681392759394,14
ME,0.05,(Intercept),-0.377804270561558,14
ME,0.05,z_target_expr,0.281060188507488,14
ME2,1,(Intercept),-0.365811293932021,14
ME2,1,z_target_expr,0.317851424699443,14
ME2,1,z_mod,-0.10709967144175,14
ME_P,0.05,(Intercept),-0.41624091880873,14
ME_P,0.05,z_target_expr,0.150796347137485,14
ME_P,0.05,z_mp,1.04686524674909,14
ME2P,1,(Intercept),-0.409312020165136,14
ME2P,1,z_target_expr,0.169159399677271,14
ME2P,1,z_mod,-0.051918196036146,14
ME2P,1,z_mp,1.04277784842349,14
XEN,1,(Intercept),-0.394339158617555,14
XEN,1,z_target_expr,0.328382624130588,14
XEN,1,z_mod,-0.120393687311546,14
XEN,1,z_ix,0.0856318716166947,14
MP_cal,1,(Intercept),-0.546277634440812,15
MP_cal,1,z_mp,1.05580281238345,15
ME,1,(Intercept),-0.502358084687138,15
ME,1,z_target_expr,0.324547936065916,15
ME2,1,(Intercept),-0.485160508945852,15
ME2,1,z_target_expr,0.399578571696501,15
ME2,1,z_mod,-0.210692555253169,15
ME_P,1,(Intercept),-0.544734381727596,15
ME_P,1,z_target_expr,0.172824833077859,15
ME_P,1,z_mp,1.02733087436897,15
ME2P,1,(Intercept),-0.52680380367049,15
ME2P,1,z_target_expr,0.23942646793767,15
ME2P,1,z_mod,-0.185135498799532,15
ME2P,1,z_mp,1.02261266552295,15
XEN,1,(Intercept),-0.532162040992992,15
XEN,1,z_target_expr,0.423771083035081,15
XEN,1,z_mod,-0.231505980991302,15
XEN,1,z_ix,0.128827807880279,15
MP_cal,1,(Intercept),-0.45072807799296,16
MP_cal,1,z_mp,1.0126794167101,16
ME,1,(Intercept),-0.411887125173736,16
ME,1,z_target_expr,0.252785689156391,16
ME2,1,(Intercept),-0.399027312670353,16
ME2,1,z_target_expr,0.300684981699094,16
ME2,1,z_mod,-0.135864186418048,16
ME_P,1,(Intercept),-0.448090970142148,16
ME_P,1,z_target_expr,0.111762108819817,16
ME_P,1,z_mp,0.994526176965617,16
ME2P,1,(Intercept),-0.43698587441257,16
ME2P,1,z_target_expr,0.147384606939705,16
ME2P,1,z_mod,-0.0994566931647147,16
ME2P,1,z_mp,0.99062202534425,16
XEN,1,(Intercept),-0.425023297181132,16
XEN,1,z_target_expr,0.310406189429854,16
XEN,1,z_mod,-0.147334912043288,16
XEN,1,z_ix,0.0753529059544401,16
MP_cal,1,(Intercept),-0.450951768013774,17
MP_cal,1,z_mp,0.968264344711112,17
ME,1,(Intercept),-0.418548729184621,17
ME,1,z_target_expr,0.251542980270108,17
ME2,1,(Intercept),-0.405248552055209,17
ME2,1,z_target_expr,0.301055544325642,17
ME2,1,z_mod,-0.144463361018065,17
ME_P,1,(Intercept),-0.448025794248119,17
ME_P,1,z_target_expr,0.105596918384024,17
ME_P,1,z_mp,0.950013654646283,17
ME2P,1,(Intercept),-0.436186062351171,17
ME2P,1,z_target_expr,0.144207618217434,17
ME2P,1,z_mod,-0.11094565583445,17
ME2P,1,z_mp,0.945819460495752,17
XEN,1,(Intercept),-0.429010267059296,17
XEN,1,z_target_expr,0.310936321385311,17
XEN,1,z_mod,-0.15598048469909,17
XEN,1,z_ix,0.071051429387157,17
MP_cal,1,(Intercept),-0.473125136413649,18
MP_cal,1,z_mp,0.94652169211703,18
ME,1,(Intercept),-0.436552490618092,18
ME,1,z_target_expr,0.247096226058588,18
ME2,1,(Intercept),-0.427908282339632,18
ME2,1,z_target_expr,0.323485800700887,18
ME2,1,z_mod,-0.237083260856141,18
ME_P,1,(Intercept),-0.469301849186383,18
ME_P,1,z_target_expr,0.0993402255255125,18
ME_P,1,z_mp,0.928619760695693,18
ME2P,1,(Intercept),-0.458677614632062,18
ME2P,1,z_target_expr,0.17230693766045,18
ME2P,1,z_mod,-0.22733132045231,18
ME2P,1,z_mp,0.926650812155351,18
XEN,1,(Intercept),-0.444522521402388,18
XEN,1,z_target_expr,0.331697973616889,18
XEN,1,z_mod,-0.241518079191579,18
XEN,1,z_ix,0.050374064064513,18
MP_cal,1,(Intercept),-0.465786581608357,19
MP_cal,1,z_mp,0.977212370350006,19
ME,1,(Intercept),-0.431087664001382,19
ME,1,z_target_expr,0.258034648622802,19
ME2,1,(Intercept),-0.417517596081261,19
ME2,1,z_target_expr,0.31384076676954,19
ME2,1,z_mod,-0.155735812624911,19
ME_P,1,(Intercept),-0.462839767706288,19
ME_P,1,z_target_expr,0.124626688634394,19
ME_P,1,z_mp,0.957497195682027,19
ME2P,1,(Intercept),-0.451190675767928,19
ME2P,1,z_target_expr,0.166522201884114,19
ME2P,1,z_mod,-0.115642090617617,19
ME2P,1,z_mp,0.952275067003941,19
XEN,1,(Intercept),-0.448431956891572,19
XEN,1,z_target_expr,0.326293822601656,19
XEN,1,z_mod,-0.169401972271971,19
XEN,1,z_ix,0.0868332483545025,19
